Nombre,Empresa,Organismo,Sit.General,Tipo,Frac,N.Reg,Sustancia,Superf,Uds,Secc
LOS ABADES,"BANXALQ, S.L.",GRANADA,Autorizado,A.Min/Termal,00,18,,0.0,H,B
LOS ADAINES,ANTONIO GÓMEZ GÓMEZ,SEVILLA,Trámite/decl-recurso,Sec. A),00,279,ARN,15.0,H,A
LOS ALABARES,FRANCÍSCO ORTEGA GÁLVEZ,GRANADA,Otorgado,C.Exp.Derivada,01,30512,MAM,4.0,C,C
LOS ALACRANES,"ÁRIDOS MAURI HERMANOS, S.L.",SEVILLA,Autorizado,Sec. A),00,395,CAL,5.95,H,A
LOS ALAMICOS,"JUAN FRANCO JIMÉNEZ, GABRIEL FRANCO SÁNCHEZ",ALMERIA,Autorizado,Sec. A),00,664,MAM,0.39,H,A
LOS ÁLAMOS,"EMILIO, DE LOZAR  GRANADO",SALAMANCA,Otorgado,C.Exp.Derivada,00,5503,"SN , ARN, W  , TI , GRV",120.3463,H,C
LOS ÁLAMOS,"ARCILLAS SEGOVIANAS HERFE, S.L.",SEGOVIA,Trámite/autorización,Sec. A),00,206,ARC,8.065,H,A
LOS ÁLAMOS,"GECOL SÍLICES, S.L.",SEVILLA,Otorgado,C.Exp.Directa,00,7528,ASI,6.0,C,C
LOS ALARICHES,PILAR CONSULEO HERNÁNDEZ SAYANS,TOLEDO,Cancelado,Sec. A),00,782,ARI,24.11,H,A
LOS ALBARICOQUES,"ARIDOS ARAGON, S.L.",ZARAGOZA,Cancelado,Sec. A),00,376,GRV,47.8588,H,A
LOS ALCORES,TIERRAS DE ALCALA S.L.,MADRID,Trámite/otorgamiento,P.Investigación,10,3288,,1.0,H,C
LOS ALCOTANES,,MADRID,Cancelado,P.Investigación,10,3183,,48.0,H,C
LOS ALEGONES,"DOJULOAN, S.L.",CUENCA,Caducado,Sec. A),00,188,CAL,1.5,H,A
LOS ALFREDOS,CASTELLANO LEONESA DE MINAS S.A ( CASELMINAS ),LEON,Caducado,C.Exp.Derivada,00,12959,CBN,199.0096,H,D
LOS ALGARVES,"EXCAVACIONES Y CONSTRUCCIONES LA FLORIDA, S.L.",CADIZ,Autorizado,Sec. A),00,245,ARS,9.83,H,A
LOS ALGEZARES,"BPB IBERPLACO, S.A.",CASTELLON,Otorgado,C.Exp.Directa,00,2276,YES,1.0,C,C
LOS ALGEZARES,"IBERYESO MED, S.A",MURCIA,Trámite de caducidad,P.Investigación,00,21981,YES,24.0,C,C
LOS ALIAGARES,"JOSE MARIA MAÑEZ VERDU, S.A. , Mª JOSÉ PUJANTE GONZÁLEZ. ITM",ALBACETE,Caducado,C.Exp.Derivada,05,1569,ROR,2.0,C,C
LOS ALMENDRALES,,MADRID,Autorizado,Sec. A),00,93,GRV,42.2649,H,A
LOS ALMENDROS,"HORMIGONES BIESCAS, S.L.",HUESCA,Autorizado,Sec. A),00,250,ARI,6.372,H,A
LOS ALMENDROS,HORMIGONES MARTINEZ SA,MURCIA,Autorizado,Sec. A),00,1183,POR,20.15,H,A
LOS ALTOS DE CAUDETE,"ÁRIDOS Y EXCAVACIONES CAUDETE, S.L., AQUILINO TOBOSO OLIVARES (ITM)",ALBACETE,Autorizado,Sec. A),00,627,CAL,12.2,H,A
LOS AMIGOS,,BALEARES,,C.Exp.Directa,00,1556,CBN,20.0,H,D
LOS AMIGOS I,,MADRID,Cancelado,P.Investigación,10,3113,,117.0,H,C
LOS ANGELES,"TECNICAS Y SERVICIOS MINEROS, S.A",TERUEL,Otorgado,C.Exp.Directa,00,5609,CBN,8.0,C,D
LOS ANGELES,"MARMOLES Y GRANITOS SAN PABLO, S.L.",TOLEDO,Autorizado,Sec. A),00,7,GRT,0.05,H,A
LOS ÁNGELES,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO",CADIZ,Otorgado,P.Investigación,00,1320,YES,40.0,C,C
LOS ÁNGELES,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO",CADIZ,Trámite/otorgamiento,C.Exp.Derivada,00,1320,YES,10.0,C,C
LOS ÁNGELES,"CARLOS DÍEZ SEGOVIA, S.L.",SEGOVIA,Caducado,P.Investigación,00,1283,TOC,1821.5423,C,C
LOS ÁNGELES,ANTONIO BAENA GÁLVEZ,SEVILLA,Trámite/decl-recurso,Sec. A),00,525,CCR,11.0,H,A
LOS ÁNGELES,"HERMANOS SALGUERO MARÍN, S.L.",SEVILLA,Trámite/otorgamiento,P.Investigación,00,7799,CCR,9.0,C,C
LOS ÁNGELES,"GUSTAVO FERNÁNDEZ-BALBUENA FERNAU, MINERALES REUNIDOS S.A. ""MIRESA""",SEVILLA,Otorgado,C.Exp.Derivada,00,6143,FLM,160.0,H,C
LOS ANGELES III,"MARMOLES Y GRANITOS SAN PABLO, S.L.",TOLEDO,Autorizado,Sec. A),00,415,GRT,2.4585,H,A
LOS ANGELES III,"MARMOLES Y GRANITOS SAN PABLO, S.L.",TOLEDO,Cancelado,Escombrera,00,10001,GRT,2.45,H,B
LOS ANUÑOS,"ADRIANO, PINILLA HERRERO, TIMOTEA, PINILLA HERRERO, ISABEL, PINILLA HERRERO, MARINA, PINILLA HERRERO",SEGOVIA,Trámite/autorización,Sec. A),00,72,"GRV, ARN",0.0,H,A
LOS APARES,"CERAMICA LOS APARES, S.L.",TOLEDO,Autorizado,Sec. A),00,318,ARC,3.2736,H,A
LOS APLIEGOS,"HORMIGONES BARTOLOME, S.A.",VALLADOLID,Trámite/otorgamiento,P.Investigación,00,279,TOC,1416.9405,C,C
LOS ARABINEJOS,"ANGEL SANCHEZ SAHORI. ITM, PIEDRAS DE VILLAMONTE, S.L.",ALBACETE,Otorgado,C.Exp.Derivada,10,1530,ROR,6.0,C,C
LOS ARAGONESES - ZARZUELA,"ZARZUELA, S.A. EMPRESA CONSTRUCTORA",VALLADOLID,Trámite/autorización,Sec. A),00,353,"GRV, ARN",12.9604,H,A
LOS ARAGONESES-ZARZUELA,"ZARZUELA, S.A. EMPRESA CONSTRUCTORA",VALLADOLID,Trámite/otorgamiento,C.Exp.Directa,00,322,"GRV, ARN",85.6914,C,C
LOS ARAÑALES,"ARPAPE, S.L.",BURGOS,Trámite/autorización,Sec. A),00,1035,"GRV, ARN",8.4818,H,A
LOS ARAÑALES,"ARPAPE, S.L.",BURGOS,Trámite/autorización,Sec. A),10,1035,"GRV, ARN",1.2852,H,A
LOS ARAÑALES,"ARPAPE, S.L.",BURGOS,Trámite/autorización,Sec. A),20,1035,"GRV, ARN",2.8078,H,A
LOS ARCOS,"MINAS VOLCAN, S.A.",MURCIA,Caducado,P.Investigación,00,21979,AES,22.0,C,C
LOS ARENALES,"GESTIÓN DE CANTERAS Y OBRAS, S.L. (ANTES BLÁNQUEZ",CORDOBA,Autorizado,Sec. A),00,904,"GRV, ARN",1.22,H,A
LOS ARENALES,PILAR MUÑOZ CUESTA,CUENCA,Trámite/decl-recurso,Sec. A),00,663,ARN,11.9348,H,A
LOS ARENALES,MIGUEL DE LOS SANTOS MOTA MONTES,CUENCA,Caducado,P.Investigación,00,1379,ACA,41.0,C,C
LOS ARENALES,MIGUEL DE LOS SANTOS MOTA MONTES,CUENCA,Caducado,P.Investigación,01,1379,ACA,4.0,C,C
LOS ARENALES,"TÉCNICAS Y APLICACIONES GEOTÉRMICAS, S.L.",GRANADA,Autorizado,A.Min/Termal,00,47,,0.0,H,B
LOS ARENALES,SÍLICES DE FUENTES S.A.,SEVILLA,Trámite/decl-recurso,Sec. A),00,138,ASI,2.4,H,A
LOS ARENALES DE YUNQUERA,"HORMIGONES Y CEMENTOS ANDALUCES,S.L.",MALAGA,Trámite/decl-recurso,Sec. A),00,301,"CAL, MAM",166.05,H,A
LOS ARENALES FRAC 1ª,"RIO ARIMOSAN, SL",CACERES,Otorgado,P.Investigación,00,10223,TOC,973.72,H,C
LOS ARENALES FRAC 2ª,"RIO ARIMOSAN, SL",CACERES,Otorgado,P.Investigación,20,10223,TOC,118.01,H,C
LOS ARES,"VILLAGRASA, S.L",TERUEL,Trámite/otorgamiento,C.Exp.Derivada,00,6060,ARC,14.0,C,C
LOS ARQUILLOS,"ARIDOS SAN BLAS, S.A.",TERUEL,Autorizado,Sec. A),00,154,CAL,6.0,H,A
LOS ARRAYANES,"ANTONIO BERNAL E HIJOS, S.L.",SEVILLA,Autorizado,Sec. A),00,8,"GRV, ZHR",0.0,H,A
LOS ARROYOS,COMUNIDAD DE BIENES HERNÁNDEZ QUINTERO,HUELVA,Trámite/decl-recurso,Sec. A),00,242,ARC,0.52,H,A
LOS ASCENSADOS,"AURORA MARÍA OLIVARES ZAMORA, JOAQUÍN OLIVARES ZAMORA",GRANADA,Autorizado,A.Min/Termal,00,9,,0.0,H,B
LOS ATAJUELOS,"JUAN ESPINOSA E HIJOS, S.L.",ALMERIA,Autorizado,Sec. A),00,686,"MAR, CAL",10.0,H,A
LOS AULAGARES,"JEMJO GESTION Y ADM. DE EMPRESAS, S.A.",BURGOS,Otorgado,C.Exp.Derivada,10,4624,ASI,196.8383,C,C
LOS AUSTRIAS,"JOSÉ MARIA, GARCÍA MIÑARRO",SORIA,Otorgado,C.Exp.Derivada,10,1149,TOC,488.1538,C,C
LOS AZEBUCHES,,LAS PALMAS,Trámite/otorgamiento,P.Investigación,00,152,PUZ,7.0,C,C
LOS AZULES,"JOSÉ MANUEL BRAVO AGUILAR, ANTONIO RODRÍGUEZ VALENTÍN",CORDOBA,Autorizado,Sec. A),00,1365,ARN,2.95,H,A
LOS BADENES,ARENEROS MONTALBAN S.L.,TOLEDO,Caducado,Sec. A),00,86,"GRV, ARN",5.2634,H,A
LOS BAILONES-F1,"COMPAÑIA MINERA RIO TIRON, S.A.",CIUDAD REAL,Otorgado,P.Investigación,10,12926,TOC,131.0,C,C
LOS BAILONES-F2,"COMPAÑIA MINERA RIO TIRON, S.A.",CIUDAD REAL,Otorgado,P.Investigación,20,12926,TOC,21.0,C,C
LOS BAILONES-F3,"COMPAÑIA MINERA RIO TIRON, S.A.",CIUDAD REAL,Otorgado,P.Investigación,30,12926,TOC,24.0,C,C
LOS BALCONES,"YACIMIENTOS DEL MEDITERRANEO, S.L.",MURCIA,Autorizado,Sec. A),00,1310,ROR,11.99,H,A
LOS BALCONES,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO",SEVILLA,Otorgado,P.Investigación,00,7810,YES,6.0,C,C
LOS BALDÍOS,"VÍCTOR, PASTOR LÓPEZ",SEGOVIA,Trámite/autorización,Sec. A),00,74,ARN,1.0,H,A
LOS BALDIOS II,"HIJOS DE VÍCTOR PASTOR, C.B.",SEGOVIA,Trámite/autorización,Sec. A),00,196,ARN,2.1228,H,A
LOS BALDOMEROS,"CEMEX ESPAÑA OPERACIONES, SLU",CIUDAD REAL,Autorizado,Sec. A),00,759,CAL,62.0,H,A
LOS BALOS,"CÉSAR RAMÓN DELGADO SÁNCHEZ, FRAHERNAN, S.L.",TENERIFE,Trámite/decl-recurso,Sec. A),00,530,ARI,1.28,H,A
LOS BAÑALES,"TALLER DE CANTERIA OLNASA, S.L.",ZARAGOZA,Cancelado,C.Exp.Directa,00,3271,ARS,5.0,C,C
LOS BAÑOS,"FRANCISCO LLORENS E HIJOS, S.L",TERUEL,Otorgado,C.Exp.Directa,00,6264,COR,3.0,C,C
LOS BAÑOS DE LA GUARRAPA,"SOCIEDAD PROMOTORA BALNEARIO VALLE DEL JERTE, S.L.",CACERES,Otorgado,A.Min/Termal,00,9,AGM,116.91,H,B
LOS BAÑOS DEL ROBLEDILLO,AYUNTAMIENTO DE SAN PABLO DE LOS MONTES,TOLEDO,Autorizado,A.Min/Termal,00,4090,AGM,68.32,H,B
LOS BARCIALES,"OSCAL OBRAS Y SERVICIOS, S.L.U.",PALENCIA,Trámite/autorización,Sec. A),00,27501,"GRV, ARN",19.6814,H,A
LOS BARCIALES III,"CAMPEZO OBRAS Y SERVICIOS, S.A.",PALENCIA,Trámite/decl-recurso,Sec. A),00,34406,"GRV, ARN",13.392,H,A
LOS BARCOS,"ARIDOS ANTOLIN, S.A.",PALENCIA,Trámite/decl-recurso,Sec. A),00,34388,"GRV, ARN",8.4377,H,A
LOS BARICHUELOS,"CORORASA SERVICIOS S.L., DOMINGO RODRÍGUEZ MARICHAL",LAS PALMAS,Autorizado,Sec. A),00,228,PIC,19.261,H,A
LOS BARRANCONES,"AYUNTAMIENTO DE MACAEL, PIEDRAS ÍNDALO, S.L.",ALMERIA,Trámite/otorgamiento,C.Exp.Directa,00,675,SQT,4.0,H,C
LOS BARRANCONES,AYUNTAMIENTO DE FUENTEPINILLA,SORIA,Trámite/autorización,Sec. A),00,390,"GRV, ARN",1.5742,H,A
LOS BARRANCOS,AGUAS MINERALES SIETE VALLES S.L.U.,LEON,Trámite/autorización,A.Min/Termal,00,102,AGM,359.0149,H,B
LOS BARRANCOS,"MANUEL GONZALEZ OVIEDO, S.L.",TOLEDO,Autorizado,Sec. A),00,222,POR,5.7802,H,A
LOS BARRANCOS (AMPLIACION),"MANUEL GONZALEZ OVIEDO, S.L.",TOLEDO,Autorizado,Sec. A),00,607,POR,8.9972,H,A
LOS BARREROS,"FRANCISCO ROBLEDO ROLDÁN, RAFAEL ZAFRA DEL PINO",CORDOBA,Trámite/decl-recurso,Sec. A),00,573,ARC,0.0,H,A
LOS BARREROS,"BEATRIZ, DEL RÍO TABOADA",ZAMORA,Trámite/autorización,Sec. A),00,237,GRV,1.7078,H,A
LOS BARRIALES,"GRES EL ACUEDUCTO, S.A.",SEGOVIA,Trámite/autorización,Sec. A),00,189,ARC,6.15,H,A
LOS BARRIALES,REFRACTARIOS SEVILLA S.A.,SEVILLA,Trámite/decl-recurso,Sec. A),00,326,PIZ,0.0,H,A
LOS BARRIOS,NIVECOTRANS S.L.,JAEN,Trámite/decl-recurso,Sec. A),00,64875,OPC,19.72,H,A
LOS BARRUELOS,"Mª CRUZ LLORENTE ADRADOS, HANSON HISPANIA, S.A.",TOLEDO,Autorizado,Sec. A),00,424,"GRV, ARN",146.0466,H,A
LOS BÉLICOS,"CONSULTORES DE PROYECTOS MINEROS, S.L.",BADAJOZ,Otorgado,P.Investigación,00,12806,TOC,479.6,H,C
LOS BERRAZALES (3/215),,LAS PALMAS,,A.Min/Termal,00,215,AMA,1.0,H,B
LOS BERRAZALES (CADUCADA),"AGUAS MINERO MEDICINALES LOS BERRAZALES S.L., COMUNIDAD DE AGUAS LA RENTA Y LLANOS DE VALERÓN, ADRIÁN MARTÍN SUÁREZ",LAS PALMAS,Autorizado,A.Min/Termal,00,5247,AMM,0.1,H,B
LOS BLANCOS I 1º FRACCION,"PORTMAN GOLF, S.A.",MURCIA,Autorizado,Sec. A),00,1187,ARI,1.06,H,A
LOS BLANCOS I 2º FRACCION,"PORTMAN GOLF, S.A.",MURCIA,Autorizado,Sec. A),00,1188,ARI,0.52,H,A
LOS BLANQUIZALES,"CANTERAS BLOCONA, S.L.",SORIA,Trámite/autorización,Sec. A),00,329,ARN,2.9316,H,A
LOS BOLOS,"JOSE MARIA MAÑEZ VERDU, S.A.",MURCIA,Trámite/otorgamiento,P.Investigación,00,22201,ROR,3.0,C,C
LOS BOYARES,"ÁRIDOS Y TRANSPORTES JACINTO COSA, S.L.",CADIZ,Autorizado,Sec. A),00,162,"GRV, ARN",4.0,H,A
LOS BUÑUELOS,"SOCOVOS LABORAL, S.L., PEDRO POZO RODA (ITM)",ALBACETE,Autorizado,Sec. A),00,621,ARI,19.67,H,A
LOS BURROS,SDAD. M.M. PEÑARROYA ESPAÑA S.A. (EN LIQUIDACION),MURCIA,Otorgado,C.Exp.Directa,00,3348,PB,16.0,H,C
LOS CABALLEROS,CONSEJO LOCAL AGRARIO,TOLEDO,Autorizado,Sec. A),00,781,"GRV, ARN",1.19,H,A
LOS CABALLOS,"INGEMARGA, S.A.",LUGO,Otorgado,P.Investigación,00,5710,"GRT, CUC",12.0,C,C
LOS CABALLOS 1,"INGEMARGA, S.A.",LUGO,Trámite/otorgamiento,C.Exp.Derivada,11,5710,CUC,12.0,C,C
LOS CABALLOS 9ª FRACCIÓN,PREASUR S.L.,MALAGA,Otorgado,C.Exp.Derivada,09,6532,DOA,5.0,C,C
LOS CABALLOS FRACCIÓN 2ª,"INGEMARGA, S.A.",LUGO,Caducado,P.Investigación,02,5710,"GRT, CUC",20.0,C,C
LOS CABALLOS FRACCIÓN SEGUNDA - 2ª,"INGEMARGA, S.A.",LUGO,Trámite/otorgamiento,C.Exp.Derivada,22,5710,"GRT, CUC",2.0,C,C
LOS CABALLOS FRACCIÓN SEGUNDA - 3ª,"INGEMARGA, S.A.",LUGO,Trámite/otorgamiento,C.Exp.Derivada,23,5710,COR,1.0,C,C
LOS CABEZOS,"MATERIALES DE CONSTRUCCION PASTRANA, S.L.",GUADALAJARA,Cancelado,Sec. A),00,139,ARI,22.2,H,A
LOS CABEZOS,"HORMIGONES CALATRAVA, S.L.",TOLEDO,Autorizado,Sec. A),00,232,CAL,23.63,H,A
LOS CABEZOS,"ARIDOS DE BENAGUACIL, S.A.",VALENCIA,Autorizado,Sec. A),00,1049,CAL,43.08,H,A
LOS CABOS,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,P.Investigación,00,30434,ALC,161.0,C,C
LOS CALANCHARES,"EXPLOTACIONES DE GRANITO DE TOLEDO, S.L., GRATOSA, S.L.",TOLEDO,Autorizado,Sec. A),00,82,GRT,19.53,H,A
LOS CALARES,"LITO CONQUENSES, S.L.",CUENCA,Trámite/decl-recurso,Sec. A),00,528,COR,5.73,H,A
LOS CALDERONES,"CELITE HISPANICA, S.A.",ALBACETE,Trámite/otorgamiento,P.Investigación,00,1920,"DTM, AES",41.0,C,C
LOS CALDERONES,ARIDOS VILLAHERMOSA S.L.,CIUDAD REAL,Autorizado,Sec. A),00,845,CAL,8.7,H,A
LOS CALDERONES,"ARICEMEX, S.A.",CUENCA,Autorizado,Sec. A),00,102,CAL,1.3975,H,A
LOS CALERINES,"TRATAMIENTOS MECÁNICOS DE OBRAS PÚBLICAS, S.A. (TR",CORDOBA,Trámite/decl-recurso,Sec. A),00,1115,CAL,7.5,H,A
LOS CALLEJONES,"JUAN JOSE BENITO MARTINEZ, HERMANOS PORRES, S.A.",MADRID,Autorizado,Sec. A),00,433,"GRV, ARN",31.0552,H,A
LOS CALLEJONES,"RAFAEL PEINADO CASTILLO, MANUEL HENRIQUEZ GARCIA",LAS PALMAS,Autorizado,Sec. A),00,245,ARI,1.5464,H,A
LOS CAMACHOS,JOSÉ CARO DE LA CRUZ,SEVILLA,Autorizado,Sec. A),00,274,CAL,3.0,H,A
LOS CAMINOS,"CAMPACI, S.L.",CORDOBA,Otorgado,P.Investigación,00,12862,CUA,21.0,C,C
LOS CAMORROS,"LAS CAMORRAS S.A., LOS CAMORROS S.A.",MALAGA,Autorizado,Sec. A),00,187,,22.39,H,A
LOS CAMORROS,"LAS CAMORRA, S.A.",MALAGA,Otorgado,C.Exp.Directa,00,6554,DOA,5.0,C,C
LOS CAMPESTROS,"CEMEX ESPAÑA OPERACIONES, SLU",SORIA,Trámite/autorización,Sec. A),00,314,CAL,3.2893,H,A
LOS CAMPOS,PIZARRAS LOS CAMPOS S.L,LEON,Otorgado,C.Exp.Derivada,00,14284,PIZ,106.7745,C,C
LOS CANALEOS,"MINAS DE RÍO TINTO, S.A., COMPAÑÍA NACIONAL DE PIRITAS, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,12513,FE,8.0,H,C
LOS CANCHALES,"ALCANTARA CONSTRUCCIONES Y CONTRATAS, S.L.",AVILA,Caducado,P.Investigación,00,1110,TOC,782.8563,C,C
LOS CANDORINES,CANTERAS DEL IREGUA GARCIA  Y CAMARA SL,LA RIOJA,Cancelado,Sec. A),00,403,CAL,10.5,H,A
LOS CANTONES,"TRANSPORTES VALENTIN DE LUCAS, SL",VALLADOLID,Trámite/autorización,Sec. A),00,477,"GRV, ARN",8.3015,H,A
LOS CANTOS,"HORMIGONES SAN TELMO, S.L.",PALENCIA,Trámite/decl-recurso,Sec. A),00,34419,"GRV, ARN",3.7143,H,A
LOS CAÑADAS,EXCAVACIONES LOS CAÑADAS S.A.,GRANADA,Autorizado,Sec. A),00,26,CAL,6.0,H,A
LOS CAÑALES,YESOS Y ESCAYOLAS DE JADRAQUE SA   (YEJASA),GUADALAJARA,Trámite de caducidad,C.Exp.Directa,00,2202,YES,7.0,C,C
LOS CAÑONES,"DIONISIO PICAZO S.L., TRANSPORTES PADUL, S.A.L.",GRANADA,Autorizado,Sec. A),00,193,"GRV, ARN",6.25,H,A
LOS CAÑUELOS,"TRANSPORTES Y NIVELACIONES EXTREMEÑAS, S.L.",BADAJOZ,Otorgado,Sec. A),00,810,ARN,31.0,H,A
LOS CARDADORES,"HNOS. CALLEJA MORETA, C.B.",AVILA,Trámite/decl-recurso,Sec. A),00,181,ARN,6.18,H,A
LOS CARRASCALES,,BURGOS,Trámite/autorización,Sec. A),00,1112,"GRV, ARN",2.6674,H,A
LOS CARRASCALES,"LA HARINOSA, S.A.",SEVILLA,Trámite/decl-recurso,Sec. A),00,384,,100.0,H,A
LOS CARRASCALES,FRANCISCO SOLSONA BASELGA,TERUEL,Autorizado,Sec. A),00,224,CAL,10.0,H,A
LOS CARRILES,"CERÁMICAS ARLANZA, S.L.",BURGOS,Otorgado,C.Exp.Directa,00,4700,ARC,141.7458,C,C
LOS CASARES,"LA PALOMA SEGOVIANA, S.A.",SEGOVIA,Caducado,P.Investigación,00,1301,TOC,288.0954,C,C
LOS CASCAJOS ZONA 1,"HIDROCONSA, S.A.",BURGOS,Trámite/autorización,Sec. A),11,1214,"GRV, ARN",1.9601,H,A
LOS CASCAJOS ZONA 1,"HIDROCONSA, S.A.",BURGOS,Trámite/autorización,Sec. A),12,1214,"GRV, ARN",0.9633,H,A
LOS CASCAJOS ZONA 1,"HIDROCONSA, S.A.",BURGOS,Trámite/autorización,Sec. A),13,1214,"GRV, ARN",0.4194,H,A
LOS CASCAJOS ZONA 1,"HIDROCONSA, S.A.",BURGOS,Trámite/autorización,Sec. A),14,1214,"GRV, ARN",0.4642,H,A
LOS CASCAJOS ZONA 2,"HIDROCONSA, S.A.",BURGOS,Trámite/autorización,Sec. A),21,1214,"GRV, ARN",10.7459,H,A
LOS CASTEJONES,"HORMIGONES ALMANZORA, S.A., ARIDAN S.A.",ALMERIA,Autorizado,Sec. A),00,772,CAL,4.88,H,A
LOS CASTELLARES,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO",CADIZ,Trámite/otorgamiento,P.Investigación,00,1465,YES,66.0,C,C
LOS CASTELLONES,"ARIDOS GUADALIMAR, S.L.",JAEN,Autorizado,Sec. A),00,61206,"GRV, ARN",22.78,H,A
LOS CASTILLARES 1,ESCAYOLAS DEL JARAMA S.L.,MADRID,Caducado,C.Exp.Directa,00,2822,YES,1.0,H,C
LOS CASTILLARES 1,ESCAYOLAS DEL JARAMA S.L.,MADRID,Caducado,C.Exp.Directa,02,2822,YES,1.0,H,C
LOS CASTILLARES 1,ESCAYOLAS DEL JARAMA S.L.,MADRID,Caducado,C.Exp.Directa,03,2822,YES,1.0,H,C
LOS CASTILLARES 1,ESCAYOLAS DEL JARAMA S.L.,MADRID,Caducado,C.Exp.Directa,04,2822,YES,1.0,H,C
LOS CASTILLARES 2,"BPB IBERPLACO, S.A.",MADRID,Otorgado,C.Exp.Directa,00,2823,YES,1.0,H,C
LOS CASTILLARES 2,"BPB IBERPLACO, S.A.",MADRID,Otorgado,C.Exp.Directa,04,2823,YES,1.0,H,C
LOS CASTILLARES 3,"BPB IBERPLACO, S.A.",MADRID,Otorgado,C.Exp.Directa,02,2823,YES,2.0,H,C
LOS CASTILLARES 3,"BPB IBERPLACO, S.A.",MADRID,Otorgado,C.Exp.Directa,03,2823,YES,1.0,H,C
LOS CASTILLONES Y.F.,CELIA CONDE HINOJOSA,MALAGA,Otorgado,P.Investigación,00,6673,OFI,9.0,C,C
LOS CASTROS I,"FACTORCASTILLA, S.L.",SEGOVIA,Caducado,P.Investigación,00,1201,"SN , TOC, AU , W  , AG",7617.1,C,C
LOS CASTROS I,"FACTORCASTILLA, S.L.",SEGOVIA,Caducado,P.Investigación,10,1201,"SN , AU , OMM, W  , AG",57.2508,C,C
LOS CENTENEROS,"GRAVERAS SÁNCHEZ, S.A.",SALAMANCA,Trámite/autorización,Sec. A),00,89,"GRV, ARN",23.6439,H,A
LOS CERIALES,JUAN MARTIN MATIAS,BADAJOZ,Otorgado,Sec. A),00,587,CAL,8.33,H,A
LOS CERIALES FRENTE 2,JUAN MARTIN MATIAS,BADAJOZ,Otorgado,Sec. A),10,587,CAL,3.66,H,A
LOS CERRICOS,"CERÁMICA SAN SEBASTIÁN, S.L.",GRANADA,Trámite/decl-recurso,Sec. A),00,343,ARC,17.53,H,A
LOS CERRILLOS,"VIVA AQUA SERVICE SPAIN, S.A. (ANTES SPANISH PREMI",GRANADA,Autorizado,A.Min/Termal,00,14,,54.79,H,B
LOS CERRILLOS,"CONTRATAS LA MANCHA, S.A.",TOLEDO,Autorizado,Sec. A),00,603,CAL,16.62,H,A
LOS CERRILLOS (AMPLIACIÓN),"C.L.M. INFRAESTRUCTURAS Y SERVICIOS, S.A.",TOLEDO,Autorizado,Sec. A),00,703,ARI,35.0,H,A
LOS CERRILLOS I,YARRITU SA,LA RIOJA,Caducado,Sec. A),00,340,"GRV, ARN",4.46,H,A
LOS CERRILLOS II,"EXCAVACIONES UNIDAS VOZMEDIANO, S.L.",LA RIOJA,Caducado,Sec. A),00,341,"GRV, ARN",3.81,H,A
LOS CERRILLOS III,PLODER SA,LA RIOJA,Cancelado,Sec. A),00,342,"GRV, ARN",0.97,H,A
LOS CERRITOS,"EXPLOTACIONES MINERAS JILOCA, S.L.",TERUEL,Otorgado,P.Investigación,00,6422,TOC,21.0,C,C
LOS CERROJONES,"BENITO ARNO E HIJOS, S.A.",TOLEDO,Trámite/decl-recurso,Sec. A),00,628,MIL,10.0401,H,A
LOS CERROS,"BPB IBERPLACO, S.A.",MADRID,Trámite/otorgamiento,P.Investigación,10,3253,,34.0,H,C
LOS CERROS,"EXCAV. Y TTES, VICENTE PEREZ, S.L.",TERUEL,Autorizado,Sec. A),00,201,ARN,2.0,H,A
LOS CERROS,"CERATRES, S.L.",TOLEDO,Caducado,Sec. A),00,716,ARC,10.45,H,A
LOS CHAPARRALES,"MINAS Y CANTERAS BLASEN, S.L.",CUENCA,Trámite/decl-recurso,Sec. A),00,616,CAL,102.8147,H,A
LOS CHAPARROS,"VALDEPLANA EXCAVACIONES, S.L.",TERUEL,Trámite/otorgamiento,P.Investigación,00,6409,TOC,15.0,C,C
LOS CHARCOS,"ARIDOS Y EXCAVACIONES DOMINGO PASCUAL, S.L.",ZARAGOZA,Cancelado,Sec. A),00,197,GRV,5.56,H,A
LOS CHARCOS,VAL SALVADOR SC,ZARAGOZA,Autorizado,Sec. A),00,331,GRV,89.0,H,A
LOS CHARQUILLOS,"AURELIO CARRASCO, S.A.",HUELVA,Autorizado,Sec. A),00,194,ARN,2.0,H,A
LOS CHAVESES II,CERÁMICAS DEL SURESTE S.C.L.,ALMERIA,Autorizado,Sec. A),00,702,ARC,5.15,H,A
LOS CHOPOS,EXCELENTÍSIMO AYUNTAMIENTO DE CASTILLO DE LOCUBÍN,JAEN,Autorizado,Sec. A),00,62516,DIB,5.2,H,A
LOS CHOPOS,"ARIDOS GIMENEZ, S.A.",MURCIA,Autorizado,Sec. A),00,1381,CAL,10.26,H,A
LOS CHOPOS (AMPLIACION),"ARIDOS GIMENEZ, S.A.",MURCIA,Trámite/decl-recurso,Sec. A),00,1515,ARI,26.95,H,A
