Nombre,Empresa,Organismo,Sit.General,Tipo,Frac,N.Reg,Sustancia,Superf,Uds,Secc
NUEVA CARDONA III,"ERCROS INDUSTRIAL, S.A.",BARCELONA,Caducado,C.Exp.Derivada,00,1917,SAP,1336.0,H,C
NUEVA CAROLINA,,ASTURIAS,Caducado,C.Exp.Derivada,00,24087,,41.0,H,D
NUEVA COLUMBA,,LUGO,Caducado,C.Exp.Directa,00,1078,FE,68.0,H,C
NUEVA COMPRA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,22645,HUL,216.0,H,D
NUEVA COMPRA SEGUNDA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,22657,HUL,8.0,H,D
NUEVA CURRILLO,ALTO BIERZO S.A,LEON,Otorgado,C.Exp.Derivada,00,9890,CBN,20.0156,H,D
NUEVA D A POR SI VALE,ANTRACITAS DEL BIERZO S.L,LEON,Otorgado,C.Exp.Derivada,00,9835,CBN,6.6065,H,D
NUEVA D AMP A POR SI VAL,ANTRACITAS DEL BIERZO S.L,LEON,Otorgado,C.Exp.Derivada,00,9836,CBN,6.7785,H,D
NUEVA ESPAÑA,"MPD FLUORSPAR, S.L.U.  ???",ASTURIAS,Otorgado,C.Exp.Derivada,00,24026,FLM,7.0,H,C
NUEVA IMPENSADA,"INCREMENTO GRUPO INVERSOR, S.L.",ORENSE,Otorgado,P.Investigación,00,5153,"SN , ALC, W",14.0,C,C
NUEVA IMPENSADA II,"MINAS METÁLICAS DEL NOROESTE, S.L.",ORENSE,Trámite/otorgamiento,P.Investigación,00,5199,TOC,23.0,C,C
NUEVA INGLATERRA,"INCREMENTO GRUPO INVERSOR, S.L.",LA CORUÑA,Trámite/otorgamiento,P.Investigación,00,7109,TOC,55.0,C,C
NUEVA JOSE Y DEMASIAS,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,C.Exp.Derivada,00,26491,ALC,2635.5402,H,C
NUEVA JULIA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4400,CBN,595.5075,H,D
NUEVA JUSTA TERCERA,"UNION MINERA DEL NORTE, S.A",ASTURIAS,Otorgado,C.Exp.Derivada,00,25630,ANR,12.0,H,D
NUEVA MANUELA,CARBONES SAN ANTONIO S.L,LEON,Caducado,C.Exp.Derivada,00,9850,CBN,13.0204,H,D
NUEVA MONTAÑA,NUEVA MONTAÑA Y QUIJANO S.A.,SEVILLA,Otorgado,C.Exp.Derivada,00,6331,FE,396.0,H,C
NUEVA ORTIGOSA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,8940,HUL,12.0,H,D
NUEVA PERDIZ 2 FRAC A Y DEMASIA,Caolines de la Espina S.L.,ASTURIAS,Otorgado,C.Exp.Derivada,21,29509,CAN,294.9623,H,C
NUEVA PERDIZ 2 FRACCION B Y DEMASIAS,"Narcea Bierzo, S.L.",ASTURIAS,Otorgado,C.Exp.Derivada,22,29509,CAN,140.4959,H,C
NUEVA PERDIZ 3 FRACCION,"Caolines Ibéricos S.A., Caolines de Merillés S.L.",ASTURIAS,Otorgado,C.Exp.Derivada,30,29509,CAN,12.0,H,C
NUEVA PERDIZ Y DEMASIA,"Caolines de la Espina S.L., Caolines de Merillés S.L.",ASTURIAS,Otorgado,C.Exp.Derivada,00,29509,CAN,485.6255,H,C
NUEVA PETRONILA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4407,CBN,47.0347,H,D
NUEVA PREVISORA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,18224,HUL,19.0,H,D
NUEVA PRUDENCIA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,4516,HUL,17.0,H,D
NUEVA RAJAMANCERA,JOSÉ PINTO FUENTES,CADIZ,Trámite/decl-recurso,Sec. A),00,9120,"GRV, ARN",8.75,H,A
NUEVA REGLANA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,558,HUL,30.0,H,D
NUEVA RICARDA Y DEMASIA,"MPD FLUORSPAR, S.L.U.  ???",ASTURIAS,Otorgado,C.Exp.Derivada,00,11956,FLM,34.8714,H,D
NUEVA ROUMANIE,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1783,POT,16.0,H,C
NUEVA SALADITA,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1888,POT,101.0,H,C
NUEVA SANTA CECILIA,CECILIO OLIVER DIAZ DE MONASTERIO GUREN,GUADALAJARA,Caducado,P.Investigación,00,2432,PIZ,34.0,C,C
NUEVA SATURNAL,"EMPRESA CARBONÍFERA DEL SUR, ENCASUR, S.A.",CORDOBA,Otorgado,C.Exp.Directa,00,1847,PB,15.0,H,C
NUEVA SIERRA DE FARELO 1,"INGEMARGA, S.A.",PONTEVEDRA,Otorgado,C.Exp.Derivada,01,2671,GRT,2.0,C,C
NUEVA SIERRA DE FARELO 2,"INGEMARGA, S.A.",PONTEVEDRA,Trámite/otorgamiento,C.Exp.Derivada,02,2671,GRT,5.0,C,C
NUEVA SIERRA DEL FARELO,"INGEMARGA, S.A.",PONTEVEDRA,Caducado,P.Investigación,00,2671,GRT,13.0,C,C
NUEVA SIERRA DEL FARELO,"INGEMARGA, S.A.",PONTEVEDRA,Otorgado,P.Investigación,02,2671,GRT,13.0,C,C
NUEVA SOMBRAS,"INCREMENTO GRUPO INVERSOR, S.L.",ORENSE,Caducado,P.Investigación,00,5163,"SN , W  , ALC",20.0,C,C
NUEVA SORPRESA,"EXPLOTACIONES CERÁMICAS ESPAÑOLAS, S.A. (ECESA)",LUGO,Otorgado,C.Exp.Derivada,00,3895,CAN,76.0,H,C
NUEVA SULTANA,"INCREMENTO GRUPO INVERSOR, S.L.",ORENSE,Otorgado,P.Investigación,00,5155,"SN , ALC, W",25.0,C,C
NUEVA SUSANA,"INCREMENTO GRUPO INVERSOR, S.L.",LA CORUÑA,Trámite/otorgamiento,P.Investigación,00,7110,TOC,48.0,C,C
NUEVA SUSANA II,MINAS DEL ATLANTICO SL,LA CORUÑA,Trámite/otorgamiento,P.Investigación,00,7159,"W  , SN",10.0,C,C
NUEVA TERESA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4401,CBN,599.6031,H,D
NUEVA TRES HERMANAS,,LEON,Caducado,C.Exp.Derivada,00,11538,CBN,114.8796,H,D
NUEVA UNIÓN,,LUGO,Caducado,C.Exp.Directa,00,736,FE,13.0,H,C
NUEVA VICTORIA,"UNIÓN FENOSA, S.A.",ASTURIAS,Caducado,C.Exp.Derivada,00,23538,HUL,11.0,H,D
NUEVA VILANOVA,"INCREMENTO GRUPO INVERSOR, S.L.",ORENSE,Otorgado,P.Investigación,00,5164,"SN , W  , ALC",4.0,C,C
NUEVAS SALINAS SEGUNDA,"NUEVA CIA. ARRENDATARIA SALINAS TORREVIEJA,S.A.",ALICANTE,Caducado,P.Exploración,00,2345,SAG,356.22,C,C
NUEVO BALTAR,"INCREMENTO GRUPO INVERSOR, S.L.",ORENSE,Otorgado,P.Investigación,00,5162,"SN , W  , ALC",11.0,C,C
NUEVO BILBAO,"COMPAÑÍA ANDALUZA DE MINAS, S.A.",GRANADA,Otorgado,C.Exp.Directa,00,22714,FE,51.0,H,C
NUEVO CERRO,"ERVEGA, S.A.",MALAGA,Otorgado,P.Investigación,00,6751,"CAL, GNE",126.0,C,C
NUEVO CHINCHON VALDERRIVAS,"CEMENTOS PORTLAND VALDERRIVAS SA, CEMENTOS PORTLAND VALDERRIBAS S.A.",MADRID,Otorgado,C.Exp.Derivada,11,2856,YES,5.0,H,C
NUEVO COMETA,HEREDEROS DE D.MANUEL FERNÁNDEZ-BALBUENA,HUELVA,Otorgado,C.Exp.Directa,00,9449,FE,19.0,H,C
NUEVO CONFURCO II,"BLOCKGANDARA, S.L.",PONTEVEDRA,Trámite de concurso,P.Investigación,00,2660,GRT,7.0,C,C
NUEVO CONFURCO II,"BLOCKGANDARA, S.L.",PONTEVEDRA,Otorgado,C.Exp.Derivada,00,2660,GRT,1.0,C,C
NUEVO CORRALEJO,"ARENAS DE BARCELONA, S.A",CASTELLON,Trámite/otorgamiento,P.Investigación,00,2842,TOC,4.0,C,C
NUEVO DUERO,"CERAMICA NUEVA DEL DUERO, S.A.",VALLADOLID,Trámite/autorización,Sec. A),00,188,ARC,12.2088,H,A
NUEVO DUERO,"CERAMICA NUEVA DEL DUERO, S.A.",VALLADOLID,Otorgado,C.Exp.Directa,00,217,ARC,171.368,C,C
NUEVO EL CHAPATAL,"CANTERAS DE CASTELLAR, S.L.",CADIZ,Autorizado,Sec. A),00,229,ARN,10.25,H,A
NUEVO MANCILLA,"ARENAS DE BARCELONA, S.A",CASTELLON,Cancelado,P.Investigación,00,2841,TOC,21.0,C,C
NUEVO MILENIO,CANTERAS MARAGATAS S.L,LEON,Caducado,P.Investigación,00,14904,,593.5023,C,C
NUEVO PRÉSTAMO PUENTE DEL OBISPO,U.T.E. EL OLIVAR,JAEN,Trámite/decl-recurso,Sec. A),00,60927,"GRV, ARN",14.0,H,A
NUEVO REBARCO,CEMENTOS TUDELA VEGUIN S.A.,ASTURIAS,Otorgado,C.Exp.Derivada,00,30702,CAL,6.0,C,C
NUEVO RINCÓN,"EXTRACCIONES, EXCAVACIONES Y HORMIGONES, S.L.",BADAJOZ,Otorgado,Sec. A),00,837,ARN,23.47,H,A
NUEVO RIOMENA,"MINAS Y ENERGÍA DE ALISTE, S.L.",ZAMORA,Otorgado,P.Investigación,00,1936,"MN , TOC",2856.3623,C,C
NUEVO SAIDRE,"INCREMENTO GRUPO INVERSOR, S.L.",PONTEVEDRA,Trámite/otorgamiento,P.Exploración,00,3119,TOC,324.0,C,C
NUEVO SAN JOSE,"CERAMICA ZARATAN, S.A.",VALLADOLID,Trámite/decl-recurso,Sec. A),00,189,ARC,0.5355,H,A
NUEVO SAN ROQUE,SONDEOS Y PERFORACIONES INDUSTRIALES DEL BIERZO S.,LA CORUÑA,Trámite/otorgamiento,P.Investigación,82,146,TOC,234.0,C,C
NUEVO SEO,"IKAPI, S. L.",LEON,Caducado,P.Investigación,10,15044,,225.5395,C,C
NUEVO SEO- 2ª FRACCIÓN,"IKAPI, S. L.",LEON,Caducado,P.Investigación,20,15044,"DOA, CUC, CAL",28.1885,C,C
NUEVO VOLCAN,"BENTONITAS ESPECIALES, S.A., AQUILINO TOBOSO OLIVARES (ITM)",ALBACETE,Otorgado,C.Exp.Directa,00,1285,TRP,12.0,C,C
NUMANCIA,"CORPORACIÓN RECURSOS IBERIA, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,506,CU,12.0,H,C
NUMANCIA,EXPLOTACIONES MINERAS Y AGRÍCOLAS MORENO S.A.,MURCIA,Otorgado,C.Exp.Directa,00,210,PB,7.0977,H,C
NUMANCIA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,2785,HUL,6.0,H,D
NUMANCIA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,7436,,24.0,H,D
NUMANCIA,"HANSON HISPANIA, S.A.",ZARAGOZA,Autorizado,Sec. A),00,100,GRV,39.4,H,A
NUMANCIA,"HANSON HISPANIA, S.A.",ZARAGOZA,Otorgado,C.Exp.Directa,00,3077,GRV,11.0,C,C
NUMANCIA I,"MINERA NUMANCIA, S.L.",SORIA,Otorgado,C.Exp.Directa,00,1314,ASI,597.7382,C,C
NUMEN,AGUA MANCHA S.L.,CIUDAD REAL,Autorizado,A.Min/Termal,00,12844,AGM,12.0,C,B
NUMERO 2,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,10200,CBN,4.0051,H,D
NUMERO 3,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,10742,CBN,61.1379,H,D
NUMERO CINCO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,11594,CBN,141.1491,H,D
NUMERO DIECIOCHO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,3364,CBN,127.188,H,D
NÚMERO DOS,MANUEL CÁNOVAS HERNÁNDEZ,MURCIA,Otorgado,C.Exp.Directa,00,20339,ALU,79.0,H,C
NUMERO NUEVE,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,12992,CBN,275.4124,H,D
NUMERO OCHO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,12844,CBN,143.2105,H,D
NUMERO SEIS,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,11688,CBN,1063.3462,H,D
NUMERO SIETE,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,11752,CBN,110.1612,H,D
NUMERO UNO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,10054,CBN,27.0336,H,D
NUNCA VISTA,"PORTMAN GOLF, S.A.",MURCIA,Caducado,C.Exp.Directa,00,64,PB,1.3974,H,C
NURIA,ECESA,GUADALAJARA,Caducado,C.Exp.Directa,00,2063,"CUA, CAN",211.0,H,C
NURIA,ARIDOS Y TRANSPORTES S.A. AYTSA,MURCIA,Autorizado,Sec. A),00,1366,ARI,43.89,H,A
NURIA,ARIDOS Y TRANSPORTES S.A. AYTSA,MURCIA,Cancelado,C.Exp.Directa,00,22321,ARI,13.0,C,C
NURIA 1,"PREF ESCAYOLA VALLS, S.A.",LERIDA,Otorgado,C.Exp.Derivada,10,4126,YES,5.0,C,C
NURIA I,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1940,POT,550.0,H,C
NURIA II,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1941,POT,135.0,H,C
NURIA SEGUNDA Y SUS DEMASIAS,FERNANDO GARCIA CARPINTERO y JOSE GARCIA CARPINTER,VALENCIA,Caducado,C.Exp.Derivada,00,2091,"ARC, CAN",147.19,H,C
NYEXPA,"NIVELACIONES Y EXCAVACIONES PASTOR, S.L.",VALLADOLID,Trámite/autorización,Sec. A),00,190,"GRV, ARN",0.9678,H,A
O AREAL,MANUEL JARDÓN DAPOZA,ORENSE,Trámite/otorgamiento,P.Investigación,00,5241,ASI,7.0,C,C
O BANIÑO,CONCELLO DE PUNXIN,ORENSE,Trámite/autorización,A.Min/Termal,00,94,"ATE, AMM",0.044,H,B
O BOUZO,"PALOMÍN, S.L.",ORENSE,Otorgado,P.Investigación,00,5150,TOC,10.0,C,C
O CASTELO,CANARGA S.L.,LA CORUÑA,Otorgado,C.Exp.Directa,00,6944,TOC,4.0,C,C
O CASTELO 1,CANARGA S.L.,LA CORUÑA,Trámite/otorgamiento,C.Exp.Directa,00,7084,"TOC, SQT",1.0,C,C
O COTO,"EXCAVACIONES Y TRANSPORTE MIGUEL Y LUCÍA, S.L.",LUGO,Autorizado,Sec. A),00,292,CAL,0.658,H,A
O ESPIÑO,BASILIO GONZÁLEZ ALONSO,ORENSE,Trámite/autorización,A.Min/Termal,00,91,ATE,0.0,H,B
O FACHO,,PONTEVEDRA,Caducado,P.Investigación,00,2969,GRT,4.0,C,C
O FACHO,,PONTEVEDRA,Otorgado,P.Investigación,02,2969,GRT,4.0,C,C
O MARCO,"CABALEIRO NOGUEIRA, S.L.",PONTEVEDRA,Otorgado,P.Investigación,00,2846,TOC,2.0,C,C
O MARCO,"CABALEIRO NOGUEIRA, S.L.",PONTEVEDRA,Trámite/otorgamiento,C.Exp.Derivada,01,2846,GRT,2.0,C,C
O PEREIRO,"GRANITOS RÚA, S.A.",ORENSE,Otorgado,P.Investigación,00,4738,GRT,48.0,C,C
O PISCO,"PIZARRAS LOS GALLOS, S.L.",ORENSE,Otorgado,C.Exp.Directa,00,4363,PIZ,2.0,C,C
O XARDOAL,"REPORICELO, S.L.",ORENSE,Autorizado,Sec. A),00,136,CAL,17.5,H,A
O XARDOAL,"REPORICELO, S.L.",ORENSE,Trámite/otorgamiento,C.Exp.Directa,00,5175,CAL,4.0,C,C
O´BENEITO,"PIZARRAS CHOUDEIROS, S.L.",ORENSE,Autorizado,Sec. A),00,6,PIZ,11.9,H,A
O-3614,JICUSA,VALENCIA,Autorizado,A.Min/Termal,00,3029,AMN,45.66,H,B
O-7265,BAS GRAU FERNANDO,VALENCIA,Autorizado,A.Min/Termal,00,3028,AMN,745.67,H,B
O-7750,"WINTEX, S.A.",VALENCIA,Autorizado,A.Min/Termal,00,3030,AMN,346.88,H,B
OBALLO,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,P.Investigación,00,30478,ALC,12.0,C,C
OBDULIA,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,C.Exp.Derivada,00,24532,ALC,12.0,H,C
OBDULIA 2ª,MITIEMAR S.L,LEON,Caducado,P.Investigación,10,14061,CAR,55.9536,C,D
OBDULIA 2ª FRAC.2ª,MITIEMAR S.L,LEON,Caducado,P.Investigación,20,14061,CAR,139.8956,C,D
OBERÓN,,PONTEVEDRA,Otorgado,C.Exp.Directa,00,827,W,9.0,H,C
OBJADA Y EL REGUERO,LUPICINIO MANTILLA GUTIERREZ,CANTABRIA,Caducado,Sec. A),68,1,ARE,19.0,H,A
OBRA 7265,BAS GRAU FERNANDO,VALENCIA,Autorizado,A.Min/Termal,00,3023,AGM,745.67,H,B
OBRA SUBTERRANEA Nº 7469 PEÑA UMBRIA,"PEÑA UMBRIA, S.L.",VALENCIA,Autorizado,A.Min/Termal,00,3025,AMN,463.75,H,B
OBSERVACIÓN,"PORTMAN GOLF, S.A.",MURCIA,Caducado,C.Exp.Directa,00,3412,PB,1.3974,H,C
OBSERVACIÓN A LAS SANTELVAS,SDAD. M.M. PEÑARROYA ESPAÑA S.A. (EN LIQUIDACION),MURCIA,Otorgado,C.Exp.Directa,00,2016,PB,6.0,H,C
OCAÑA (ANTIGUA LAS PERICAS IV),"HERMANOS ORTIZ BRAVO, S.A.",TOLEDO,Autorizado,Sec. A),00,32,ARC,0.05,H,A
OCAÑA-VILLARRUBIA DE SANTIAGO,U.T.E OCAÑA,TOLEDO,Cancelado,Sec. A),00,685,ZHR,24.5,H,A
OCASION,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,15969,HUL,15.0,H,D
OCEANIA,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,8119,CBN,19.0247,H,D
OCEGSA,"OBRAS Y CONSTRUCCIONES EUSEBIO GALLEGO, S.A.",CACERES,Trámite de caducidad,Sec. A),00,523,GRT,1.0,H,A
OCIMAR,"CUARCITAS Y ORNAMENTOS, S.L.",LUGO,Autorizado,Sec. A),00,241,CUC,0.947,H,A
OCINA,"CANTERAS EL CUBANO, S.L.",CANTABRIA,Caducado,P.Investigación,00,16480,OFI,9.0,C,C
OCTAVA,"ENDESA GENERACIÓN, SA",LA CORUÑA,Otorgado,C.Exp.Directa,00,1381,LIG,128.0,H,D
OCTAVA,"BASAZURI, S.L.",LUGO,Otorgado,C.Exp.Derivada,00,4598,CAN,450.0,H,C
OCTAVA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,9040,HUL,462.0,H,D
OCTAVA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,10034,HUL,21.0,H,D
OCTAVA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,12334,HUL,10.0,H,D
OCTUBRE,PLACIDO UBEDA LOPEZ,CIUDAD REAL,Caducado,P.Investigación,00,12434,TOC,4.0,C,C
OCTUBRE,PLACIDO UBEDA LOPEZ,CIUDAD REAL,Otorgado,C.Exp.Directa,00,12570,BAS,4.0,C,C
OCTUBRE,,ASTURIAS,Caducado,C.Exp.Derivada,00,16183,,16.0,H,C
OCULTA,CARBONES MONTEALEGRE S.A,LEON,Otorgado,C.Exp.Derivada,00,10068,CBN,8.0043,H,D
OCULTA,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,10710,CBN,154.2291,H,D
ODESSA,"ARCILLAS DE OLIETE, S.L.",TERUEL,Trámite/otorgamiento,P.Investigación,00,6339,ARC,3.0,C,C
ODETTE,"MINERA DE DUERO, S.A.",SALAMANCA,Otorgado,C.Exp.Derivada,00,5253,"SN , FEL, ARN, GRV, W",27.9422,H,C
ODON,"ARAGONESA DE ARIDOS, S.L.",TERUEL,Trámite de caducidad,Sec. A),00,219,ARI,10.0,H,A
OENCIA,SIEMCALSA,LEON,Trámite/otorgamiento,P.Investigación,10,15208,TOC,169.305,C,C
OENCIA 2ª FRAC,SIEMCALSA,LEON,Trámite/otorgamiento,P.Investigación,20,15208,"ZN , SN , PB , CU , W",225.7601,C,C
OESTE,HUNOSA,ASTURIAS,Autorizado,E.Subterránea,00,4,CO2,2499.0,H,B
OFITAS DE RIGOITIA,"TECAMI OFITAS, S.A.",VIZCAYA,Otorgado,C.Exp.Derivada,00,12777,TOC,2.0,C,C
OFITAS DE RIGOITIA 2,"TECAMI OFITAS, S.A.",VIZCAYA,Otorgado,C.Exp.Derivada,00,12796,TOC,2.0,C,C
OIMBRA,"GEOTHERMAL ENERGY SOURCES, S.L.",ORENSE,Trámite/otorgamiento,P.Investigación,00,5184,GEO,79.0,C,D
OJA,HORMIGONES RIOJA SA,LA RIOJA,Trámite/decl-recurso,Sec. A),00,378,"GRV, ARN",47.87,H,A
OJOS NEGROS,"MINERALES Y TTES UBEDA, S.A",TERUEL,Trámite/otorgamiento,C.Exp.Derivada,00,5902,FE,16.0,C,C
OJOS NEGROS II,"MINERALES Y TTES UBEDA, S.A",TERUEL,Cancelado,C.Exp.Directa,00,6196,FE,17.0,C,C
OJUELOS,"MARIANO GÓMEZ GARCÍA, SDAD. COOP. AND. DE TRANSPORTES LA PEÑA, S.L.",CADIZ,Autorizado,Sec. A),00,70,ARS,5.0,H,A
OKONDO,"HORMIGONES Y MINAS, S.A",ALAVA,Otorgado,P.Investigación,00,2017,TOC,11.0,C,C
OKONDO 2,"MINAS Y EXPLOTACIONES, S.A.",ALAVA,Otorgado,P.Investigación,00,2026,TOC,13.0,C,C
OLABE I,"OLABE, S.L",TOLEDO,Cancelado,Sec. A),00,789,"GRV, ARN",153.82,H,A
OLAJA,"EXPLOTACIONES MINERAS Y VOLADURAS, S.A  ( EXMIVOSA, BAGACO S.A",LEON,Caducado,P.Investigación,00,14142,CBN,224.2922,C,D
OLARIZU,JOSÉ LUIS GARAIZAR TEJADA,ALAVA,Caducado,P.Investigación,00,2023,TOC,37.0,C,C
OLATZ,"CEMENTOS REZOLA, S.A.",GUIPUZCOA,Otorgado,C.Exp.Derivada,00,4662,COH,2.0,C,C
OLAV,"MINAS DE HERRERÍAS, S.A.",HUELVA,Otorgado,C.Exp.Derivada,00,13782,PIT,5061.0,H,C
OLEA,"ARRUTI SANTANDER, S.A",CANTABRIA,Caducado,P.Investigación,00,16613,TOC,14.0,C,C
OLGA,"ARENAS DE LA JANDA, S.L.",CADIZ,Trámite/otorgamiento,P.Investigación,00,1396,TOC,18.0,C,C
OLGA,HULLERAS DE SABERO Y ANEXAS S.A,LEON,Otorgado,C.Exp.Derivada,00,846,CBN,15.9992,H,D
OLGA,ISMAEL ANDRES SA,LA RIOJA,Cancelado,Sec. A),00,394,"GRV, ARN",13.16,H,A
OLGA,"MPD FLUORSPAR, S.L.U.  ???",ASTURIAS,Otorgado,C.Exp.Derivada,00,14502,"FLM, HUL",105.0,H,D
OLGA,"ASTURIANA DE ZINC, S.A",CANTABRIA,Caducado,C.Exp.Directa,00,16022,ZN,26.0,H,C
OLGA,"ARIDOS Y EXCAVACIONES DOMINGO PASCUAL, S.L.",ZARAGOZA,Autorizado,Sec. A),00,353,GRV,3.137,H,A
OLGUITA,"MAGNESITAS DE RUBIÁN, S.A.",LUGO,Otorgado,C.Exp.Derivada,00,4301,"FE , MAG",669.0,H,C
OLGUITA FRACCIÓN 1ª,"MAGNESITAS DE RUBIÁN, S.A.",LUGO,Otorgado,C.Exp.Derivada,00,4308,"FE , MAG",179.0,H,C
OLGUITA FRACCIÓN 2ª,"MAGNESITAS DE RUBIÁN, S.A.",LUGO,Otorgado,C.Exp.Derivada,02,4308,"FE , MAG",36.0,H,C
OLIVA,SONDEOS Y PERFORACIONES INDUSTRIALES DEL BIERZO S.,BADAJOZ,Trámite/otorgamiento,P.Investigación,00,12828,TOC,6264.83,H,C
OLIVA,AYUNTAMIENTO DE OLIVA DE LA FRONTERA,BADAJOZ,Trámite/otorgamiento,C.Exp.Directa,00,12331,PIZ,264.52,H,C
OLIVA,AYUNTAMIENTO DE OLIVA DE LA FRONTERA,BADAJOZ,Otorgado,C.Exp.Directa,00,12536,PIZ,239.85,H,C
OLIVAR,"RÍO NARCEA NICKEL, S.A.",SEVILLA,Otorgado,P.Investigación,00,7937,TOC,41.0,C,C
OLIVAR DEL SEÑOR,"CERÁMICA ANTONIO PADILLA, S.L.",HUELVA,Autorizado,Sec. A),00,20,ARC,5.29,H,A
OLIVARGAS,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,3572,CU,12.0,H,C
OLIVARGAS,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,4940,"ZN , AU , CU , AG",47.0,H,C
OLIVERAS,"HORMIGONES Y AGLOMERADOS, S.L.",HUELVA,Autorizado,Sec. A),00,176,GRV,10.0,H,A
OLIVEROS,NO PROCEDE/DESCONOCIDA,ASTURIAS,Caducado,C.Exp.Derivada,00,26465,ALC,70.0,H,C
OLIVIA,"READYMIX ASLAND, S.A.",MADRID,Autorizado,Sec. A),00,246,CAL,7.5793,H,A
OLLAVARRE,"EUSEBIO ECHAVE, S.A.",ALAVA,Caducado,P.Investigación,00,2009,TOC,60.0,C,C
OLLERIAS  DEL CALVARIO,"CERAMICA DE TERUEL, S.A",TERUEL,Caducado,Sec. A),00,231,ARC,4.8,H,A
OLMEDO,"SALORO, S.L.",SALAMANCA,Caducado,P.Investigación,20,6547,TOC,1706.9702,C,C
OLMO,"SONDEOS Y ESTUDIOS MINEROS, S. L.",LEON,Trámite/otorgamiento,P.Investigación,00,15253,AU,423.4317,C,C
OLMO II,"EMIPESA, S.A.",TERUEL,Autorizado,Sec. A),00,298,ARN,4.5,H,A
OLMOS,"MINERA DE RÍO ALAGÓN, S.L.",CACERES,Otorgado,P.Investigación,00,10172,TOD,8362.34,H,D
OLOST-I,JAIME GONZALEZ ROBLES,BARCELONA,Caducado,P.Investigación,00,4302,ARS,5.0,C,C
OLUCHA,"MOVIMIENTO DE TIERRAS OLUCHA HNOS., S.L.",CASTELLON,Autorizado,Sec. A),00,538,"GRV, ARN",11.4,H,A
OLVEGA,SIEMCALSA,SORIA,Caducado,P.Investigación,00,1343,TOC,2848.5731,C,C
OLVEIRO,"CONSTRUCCIONES LÓPEZ CAO, S.L.",LA CORUÑA,Autorizado,Sec. A),00,26,GRT,23.85,H,A
OLVENA,"CONSTRUCCIONES GASCON, S.L.",HUESCA,Autorizado,Sec. A),00,258,"GRV, ARN",1.37,H,A
OLVIDADA,"Mª CRISTINA , DIEZ  GARCIA",LEON,Caducado,C.Exp.Derivada,00,5642,CBN,14.0055,H,D
OLVIDADA,,LEON,Otorgado,C.Exp.Derivada,00,9122,CBN,40.0515,H,D
OLVIDADA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,106,HUL,50.31,H,D
OLVIDADA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,972,HUL,12.58,H,D
